"arm","analysis_span_id","path_position","episode_id","observation_order_within_episode","calendar_day","precise_day","selected_count","count_source","id","cellLine","event","passaged_from_id1","passaged_from_id2","passage","cellCount","correctedCount","date","media","feeding1","feeding2","feeding3","feeding4","feeding5","feeding6","feeding7","feeding8","feeding9","feeding17","flask","areaOccupied_um2","cellSize_um2","owner","lastModified","address","comment"
"C","MDAMB231_promoted_39_episodes_ignore_media",5,"MDA-MB-231_C_A3_seed",2,3,2.79267361111111,6013866,"corrected_count","MDA-MB-231_C_A3_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A3_seed",,13,6013866,6013866,"2025-02-24T12:04:49Z",82,,,,,,,,,,,2,6660600378.78788,1546.98242537139,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",6,"MDA-MB-231_C_A4_seed",1,0,0,504837,"corrected_count","MDA-MB-231_C_A4_seed","MDAMB231","seeding","MDA-MB-231_C_A3_harvesT3",,14,504837,504837,"2025-02-26T11:44:46Z",82,,,,,,,,,,,2,118151515.151515,2784.33590527239,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",6,"MDA-MB-231_C_A4_seed",2,2,1.92519675925926,4232915,"corrected_count","MDA-MB-231_C_A4_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A4_seed",,14,4232915,4232915,"2025-02-28T09:57:03Z",82,,,,,,,,,,,2,6181160984.84848,1897.74855879743,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",7,"MDA-MB-231_C_A5_seed",1,0,0,403869,"corrected_count","MDA-MB-231_C_A5_seed","MDAMB231","seeding","MDA-MB-231_C_A4_harvesT2",,15,403869,403869,"2025-02-28T12:31:36Z",82,,,,,,,,,,,2,213730113.636364,969.98251358181,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",7,"MDA-MB-231_C_A5_seed",2,3,3.36252314814815,7189014,"corrected_count","MDA-MB-231_C_A5_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A5_seed",,15,7189014,7189014,"2025-03-03T21:13:38Z",82,,,,,,,,,,,2,7155435606.06061,1193.39355856393,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",8,"MDA-MB-231_C_A6_seed",1,0,0,491515,"corrected_count","MDA-MB-231_C_A6_seed","MDAMB231","seeding","MDA-MB-231_C_A5_harvesT3",,16,491515,491515,"2025-03-05T15:12:06Z",82,,,,,,,,,,,2,560048295.454546,2739.69105598248,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",8,"MDA-MB-231_C_A6_seed",2,2,1.81184027777778,2330662,"corrected_count","MDA-MB-231_C_A6_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A6_seed",,16,2330662,2330662,"2025-03-07T10:41:09Z",82,,,,,,,,,,,2,3756316287.87879,2828.31658200196,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",8,"MDA-MB-231_C_A6_seed",3,5,5.13199074074074,8862687,"corrected_count","MDA-MB-231_C_A6_harvesT5","MDAMB231","harvest","MDA-MB-231_C_A6_seed",,16,8862687,8862687,"2025-03-10T18:22:10Z",82,,,,,,,,,,,2,7308079545.45455,796.259878269623,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",9,"MDA-MB-231_C_A7_seed",1,0,0,774784,"corrected_count","MDA-MB-231_C_A7_seed","MDAMB231","seeding","MDA-MB-231_C_A6_harvesT5",,17,774784,774784,"2025-03-12T09:49:47Z",82,,,,,,,,,,,2,438063446.969697,2899.03020428495,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",9,"MDA-MB-231_C_A7_seed",2,2,2.13554398148148,4275686,"corrected_count","MDA-MB-231_C_A7_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A7_seed",,17,4275686,4275686,"2025-03-14T13:04:58Z",82,,,,,,,,,,,2,6260607007.57576,2190.50337015686,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",9,"MDA-MB-231_C_A7_seed",3,5,5.30430555555556,9960006,"corrected_count","MDA-MB-231_C_A7_harvesT5","MDAMB231","harvest","MDA-MB-231_C_A7_seed",,17,9960006,9960006,"2025-03-17T17:07:59Z",82,,,,,,,,,,,2,7467724431.81818,602.529044577394,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",10,"MDA-MB-231_C_A8_seed",1,0,0,476089,"corrected_count","MDA-MB-231_C_A8_seed","MDAMB231","seeding","MDA-MB-231_C_A7_harvesT5",,18,476089,476089,"2025-03-19T19:52:35Z",82,,,,,,,,,,,2,506377840.909091,2047.18738487243,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",10,"MDA-MB-231_C_A8_seed",2,2,1.7306712962963,3300369,"corrected_count","MDA-MB-231_C_A8_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A8_seed",,18,3300369,3300369,"2025-03-21T13:24:45Z",82,,,,,,,,,,,2,5438660037.87879,2587.61629505866,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",10,"MDA-MB-231_C_A8_seed",3,5,4.94681712962963,8543658,"corrected_count","MDA-MB-231_C_A8_harvesT5","MDAMB231","harvest","MDA-MB-231_C_A8_seed",,18,8543658,8543658,"2025-03-24T18:36:00Z",82,,,,,,,,,,,2,7471765151.51515,687.065758272321,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",11,"MDA-MB-231_C_A9_seed",1,0,0,551814,"corrected_count","MDA-MB-231_C_A9_seed","MDAMB231","seeding","MDA-MB-231_C_A8_harvesT5",,19,551814,551814,"2025-03-26T12:57:05Z",82,,,,,,,,,,,2,212873106.060606,3157.64239496474,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",11,"MDA-MB-231_C_A9_seed",2,2,1.98271990740741,4925663,"corrected_count","MDA-MB-231_C_A9_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A9_seed",,19,4925663,4925663,"2025-03-28T12:32:12Z",82,,,,,,,,,,,2,7138336174.24243,1931.82891329954,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",12,"MDA-MB-231_C_A10_seed",1,0,0,403869,"corrected_count","MDA-MB-231_C_A10_seed","MDAMB231","seeding","MDA-MB-231_C_A9_harvesT2",,20,403869,403869,"2025-03-28T18:56:31Z",82,,,,,,,,,,,2,213730113.636364,969.98251358181,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",12,"MDA-MB-231_C_A10_seed",2,3,2.86953703703704,5091137,"corrected_count","MDA-MB-231_C_A10_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A10_seed",,20,5091137,5091137,"2025-03-31T15:48:39Z",82,,,,,,,,,,,2,6954181818.18182,1799.59630761567,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",13,"MDA-MB-231_C_A11_seed",1,0,0,490112,"corrected_count","MDA-MB-231_C_A11_seed","MDAMB231","seeding","MDA-MB-231_C_A10_harvesT3",,21,490112,490112,"2025-04-02T11:04:16Z",82,,,,,,,,,,,2,539513257.575758,2813.68403028212,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",13,"MDA-MB-231_C_A11_seed",2,2,2.06991898148148,3718963,"corrected_count","MDA-MB-231_C_A11_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A11_seed",,21,3718963,3718963,"2025-04-04T12:44:57Z",82,,,,,,,,,,,2,6650114583.33334,2433.03013164108,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",13,"MDA-MB-231_C_A11_seed",3,5,5.24825231481482,8682489,"corrected_count","MDA-MB-231_C_A11_harvesT5","MDAMB231","harvest","MDA-MB-231_C_A11_seed",,21,8682489,8682489,"2025-04-07T17:01:45Z",82,,,,,,,,,,,2,7483546401.51515,537.56466601979,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",14,"MDA-MB-231_C_A12_seed",1,0,0,468376,"corrected_count","MDA-MB-231_C_A12_seed","MDAMB231","seeding","MDA-MB-231_C_A11_harvesT5",,22,468376,468376,"2025-04-09T14:19:14Z",82,,,,,,,,,,,2,447687500,2727.7774606815,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",14,"MDA-MB-231_C_A12_seed",2,2,1.98002314814815,3758228,"corrected_count","MDA-MB-231_C_A12_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A12_seed",,22,3758228,3758228,"2025-04-11T13:50:28Z",82,,,,,,,,,,,2,6304232007.57576,2376.55470862023,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",14,"MDA-MB-231_C_A12_seed",3,5,5.07847222222222,10942334,"corrected_count","MDA-MB-231_C_A12_harvesT5","MDAMB231","harvest","MDA-MB-231_C_A12_seed",,22,10942334,10942334,"2025-04-14T16:12:14Z",82,,,,,,,,,,,2,7495806818.18182,513.218590605072,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",15,"MDA-MB-231_C_A13_seed",1,0,0,382834,"corrected_count","MDA-MB-231_C_A13_seed","MDAMB231","seeding","MDA-MB-231_C_A12_harvesT5",,23,382834,382834,"2025-04-16T17:52:05Z",82,,,,,,,,,,,2,360107007.575758,2009.95221070875,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",15,"MDA-MB-231_C_A13_seed",2,2,1.71775462962963,3817126,"corrected_count","MDA-MB-231_C_A13_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A13_seed",,23,3817126,3817126,"2025-04-18T11:05:39Z",82,,,,,,,,,,,2,6719265151.51515,2306.56752507511,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",16,"MDA-MB-231_C_A14_seed",1,0,0,389145,"corrected_count","MDA-MB-231_C_A14_seed","MDAMB231","seeding","MDA-MB-231_C_A13_harvesT2",,24,389145,389145,"2025-04-18T13:10:57Z",82,,,,,,,,,,,2,259933712.121212,1053.66825618381,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",16,"MDA-MB-231_C_A14_seed",2,3,3.14329861111111,6513795,"corrected_count","MDA-MB-231_C_A14_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A14_seed",,24,6513795,6513795,"2025-04-21T16:37:18Z",82,,,,,,,,,,,2,7077291666.66667,1182.43471131843,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",17,"MDA-MB-231_C_A15_seed",1,0,0,634552,"corrected_count","MDA-MB-231_C_A15_seed","MDAMB231","seeding","MDA-MB-231_C_A14_harvesT3",,25,634552,634552,"2025-04-23T11:50:13Z",82,,,,,,,,,,,2,38183712.1212121,2893.61304683973,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",17,"MDA-MB-231_C_A15_seed",2,2,2.22040509259259,6170926,"corrected_count","MDA-MB-231_C_A15_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A15_seed",,25,6170926,6170926,"2025-04-25T17:07:36Z",82,,,,,,,,,,,2,7252565340.90909,1554.47512206765,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",18,"MDA-MB-231_C_A16_seed",1,0,0,295890,"corrected_count","MDA-MB-231_C_A16_seed","MDAMB231","seeding","MDA-MB-231_C_A15_harvesT2",,26,295890,295890,"2025-04-28T16:21:03Z",82,,,,,,,,,,,2,126755681.818182,868.260334888258,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",18,"MDA-MB-231_C_A16_seed",2,2,1.75736111111111,936752,"corrected_count","MDA-MB-231_C_A16_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A16_seed",,26,936752,936752,"2025-04-30T10:31:39Z",82,,,,,,,,,,,2,610765151.515152,3364.01326269582,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",18,"MDA-MB-231_C_A16_seed",3,4,3.95547453703704,7477191,"corrected_count","MDA-MB-231_C_A16_harvesT5","MDAMB231","harvest","MDA-MB-231_C_A16_seed",,26,7477191,7477191,"2025-05-02T15:16:56Z",82,,,,,,,,,,,2,7225950757.57576,1209.458232367,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",19,"MDA-MB-231_C_A17_seed",1,0,0,394754,"corrected_count","MDA-MB-231_C_A17_seed","MDAMB231","seeding","MDA-MB-231_C_A16_harvesT5",,27,394754,394754,"2025-05-02T16:54:56Z",82,,,,,,,,,,,2,202479166.666667,647.921087997675,"jackson@206.81.166.225","jackson@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",19,"MDA-MB-231_C_A17_seed",2,3,2.93431712962963,7616226,"corrected_count","MDA-MB-231_C_A17_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A17_seed",,27,7655215,7616226,"2025-05-05T15:20:21Z",82,,,,,,,,,,,2,7034777462.12121,1231.7504639,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",20,"MDA-MB-231_C_A18_seed",1,0,0,455615,"corrected_count","MDA-MB-231_C_A18_seed","MDAMB231","seeding","MDA-MB-231_C_A17_harvesT3",,28,1154075,455615,"2025-05-07T16:16:21Z",82,,,,,,,,,,,2,379979166.666667,2107.8045301,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",20,"MDA-MB-231_C_A18_seed",2,2,1.906875,4363428,"corrected_count","MDA-MB-231_C_A18_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A18_seed",,28,5051863,4363428,"2025-05-09T14:02:15Z",82,,,,,,,,,,,2,6317934659.09091,2236.2522225,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",21,"MDA-MB-231_C_A19_seed",1,0,0,364269,"corrected_count","MDA-MB-231_C_A19_seed","MDAMB231","seeding","MDA-MB-231_C_A18_harvesT2",,29,522453,364269,"2025-05-09T14:55:23Z",82,,,,,,,,,,,2,177151515.151515,1374.7558448,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",21,"MDA-MB-231_C_A19_seed",2,3,3.03133101851852,6361894,"corrected_count","MDA-MB-231_C_A19_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A19_seed",,29,6815280,6361894,"2025-05-12T15:40:30Z",82,,,,,,,,,,,2,6757233901.51515,1400.3646253,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",22,"MDA-MB-231_C_A20_seed",1,0,0,432221,"corrected_count","MDA-MB-231_C_A20_seed","MDAMB231","seeding","MDA-MB-231_C_A19_harvesT3",,30,1315601,432221,"2025-05-14T14:34:40Z",82,,,,,,,,,,,2,305786931.818182,2920.676103,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",22,"MDA-MB-231_C_A20_seed",2,2,1.86684027777778,3310725,"corrected_count","MDA-MB-231_C_A20_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A20_seed",,30,4039262,3310725,"2025-05-16T11:22:55Z",82,,,,,,,,,,,2,5112513257.57576,2591.4385698,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",22,"MDA-MB-231_C_A20_seed",3,5,5.10381944444444,11995250,"corrected_count","MDA-MB-231_C_A20_harvesT5","MDAMB231","harvest","MDA-MB-231_C_A20_seed",,30,10416751,11995250,"2025-05-19T17:04:10Z",82,,,,,,,,,,,2,7384597537.87879,724.5690974,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",23,"MDA-MB-231_C_A21_seed",1,0,0,1009259,"corrected_count","MDA-MB-231_C_A21_seed","MDAMB231","seeding","MDA-MB-231_C_A20_harvesT5",,31,1516116,1009259,"2025-05-21T11:06:56Z",82,,,,,,,,,,,2,1023579545.45455,2007.685887,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",23,"MDA-MB-231_C_A21_seed",2,2,2.00878472222222,8639966,"corrected_count","MDA-MB-231_C_A21_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A21_seed",,31,8549734,8639966,"2025-05-23T11:19:35Z",82,,,,,,,,,,,2,7251133522.72727,1110.0396872,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",24,"MDA-MB-231_C_A22_seed",1,0,0,497945,"corrected_count","MDA-MB-231_C_A22_seed","MDAMB231","seeding","MDA-MB-231_C_A21_harvesT2",,32,662813,497945,"2025-05-23T17:01:59Z",82,,,,,,,,,,,2,291355113.636364,1208.3519018,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",24,"MDA-MB-231_C_A22_seed",2,3,3.0490162037037,9632515,"corrected_count","MDA-MB-231_C_A22_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A22_seed",,32,9381871,9632515,"2025-05-26T18:12:34Z",82,,,,,,,,,,,2,7348892045.45455,925.528955,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",25,"MDA-MB-231_C_A23_seed",1,0,0,1158531,"corrected_count","MDA-MB-231_C_A23_seed","MDAMB231","seeding","MDA-MB-231_C_A22_harvesT3",,33,1825800,1158531,"2025-05-28T15:16:51Z",82,,,,,,,,,,,2,1086942234.84848,2737.5042531,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",25,"MDA-MB-231_C_A23_seed",2,2,1.84024305555556,8566444,"corrected_count","MDA-MB-231_C_A23_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A23_seed",,33,8558646,8566444,"2025-05-30T11:26:48Z",82,,,,,,,,,,,2,7393929924.24243,1128.2952411,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",26,"MDA-MB-231_C_A24_seed",1,0,0,426651,"corrected_count","MDA-MB-231_C_A24_seed","MDAMB231","seeding","MDA-MB-231_C_A23_harvesT2",,34,543618,426651,"2025-05-30T12:20:46Z",82,,,,,,,,,,,2,194630681.818182,1261.5671602,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",26,"MDA-MB-231_C_A24_seed",2,3,3.00524305555556,11247774,"corrected_count","MDA-MB-231_C_A24_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A24_seed",,34,10312038,11247774,"2025-06-02T12:28:19Z",82,,,,,,,,,,,2,7450335227.27273,824.2414464,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",27,"MDA-MB-231_C_A25_seed",1,0,0,671725,"corrected_count","MDA-MB-231_C_A25_seed","MDAMB231","seeding","MDA-MB-231_C_A24_harvesT3",,35,1529483,671725,"2025-06-04T16:55:24Z",82,,,,,,,,,,,2,569101325.757576,3223.3910154,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",27,"MDA-MB-231_C_A25_seed",2,2,1.75510416666667,5017329,"corrected_count","MDA-MB-231_C_A25_harvesT2","MDAMB231","harvest","MDA-MB-231_C_A25_seed",,35,5468488,5017329,"2025-06-06T11:02:45Z",82,,,,,,,,,,,2,6490303030.30303,2005.4969207,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",28,"MDA-MB-231_C_A26_seed",1,0,0,339761,"corrected_count","MDA-MB-231_C_A26_seed","MDAMB231","seeding","MDA-MB-231_C_A25_harvesT2",,36,427765,339761,"2025-06-06T14:27:02Z",82,,,,,,,,,,,2,156876893.939394,1070.5320333,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
"C","MDAMB231_promoted_39_episodes_ignore_media",28,"MDA-MB-231_C_A26_seed",2,3,2.79763888888889,7696432,"corrected_count","MDA-MB-231_C_A26_harvesT3","MDAMB231","harvest","MDA-MB-231_C_A26_seed",,36,7954873,7696432,"2025-06-09T09:35:38Z",82,,,,,,,,,,,2,6965851325.75758,1212.3472966,"jackson@206.81.166.225","noemi@206.81.166.225","SRB Moffitt","; LTEE"
